6.944271,9702.300613
6.926564,9706.901840
6.902659,9711.503067
6.860468,9716.104294
6.804282,9720.705521
6.753528,9725.306748
6.727712,9729.907975
6.733649,9734.509202
6.763686,9739.110429
6.800436,9743.711656
6.822883,9748.312883
6.813043,9752.914110
6.764499,9757.515337
6.692359,9762.116564
6.633174,9766.717791
6.623242,9771.319018
6.668665,9775.920245
6.739960,9780.521472
6.796814,9785.122699
6.815292,9789.723926
6.796258,9794.325153
6.757293,9798.926380
6.717832,9803.527607
6.685760,9808.128834
6.656673,9812.730061
6.626686,9817.331288
6.602248,9821.932515
6.595526,9826.533742
6.613700,9831.134969
6.655460,9835.736196
6.714310,9840.337423
6.783463,9844.938650
6.858416,9849.539877
6.934583,9854.141104
7.001693,9858.742331
7.045492,9863.343558
7.058396,9867.944785
7.045744,9872.546012
7.018688,9877.147239
6.984921,9881.748466
6.951088,9886.349693
6.930376,9890.950920
6.936812,9895.552147
6.967481,9900.153374
6.995531,9904.754601
6.988644,9909.355828
6.937058,9913.957055
6.862696,9918.558282
6.801153,9923.159509
6.774195,9927.760736
6.776930,9932.361963
6.785541,9936.963190
6.776234,9941.564417
6.740918,9946.165644
6.689649,9950.766871
6.639684,9955.368098
6.602171,9959.969325
6.578972,9964.570552
6.568295,9969.171779
6.570468,9973.773006
6.588892,9978.374233
6.625251,9982.975460
6.671912,9987.576687
6.710760,9992.177914
6.725330,9996.779141
6.716168,10001.380368
6.701075,10005.981595
6.698333,10010.582822
6.710675,10015.184049
6.727914,10019.785276
6.743730,10024.386503
6.763079,10028.987730
6.789983,10033.588957
6.812914,10038.190184
6.810704,10042.791411
6.772584,10047.392638
6.708182,10051.993865
6.639723,10056.595092
6.590261,10061.196319
6.575657,10065.797546
6.597708,10070.398773
6.641352,10075.000000
6.684792,10079.601227
6.716384,10084.202454
6.741289,10088.803681
6.770724,10093.404908
6.807186,10098.006135
6.844240,10102.607362
6.878419,10107.208589
6.915216,10111.809816
6.959630,10116.411043
7.005035,10121.012270
7.036557,10125.613497
7.045265,10130.214724
7.035588,10134.815951
7.018325,10139.417178
6.999262,10144.018405
6.976604,10148.619632
6.946691,10153.220859
6.911441,10157.822086
6.881322,10162.423313
6.869402,10167.024540
6.877734,10171.625767
6.890034,10176.226994
6.881624,10180.828221
6.837736,10185.429448
6.763634,10190.030675
6.680479,10194.631902
6.614631,10199.233129
6.587959,10203.834356
6.609184,10208.435583
6.666865,10213.036810
6.732804,10217.638037
6.780324,10222.239264
6.801882,10226.840491
6.807949,10231.441718
6.811294,10236.042945
6.814971,10240.644172
6.815498,10245.245399
6.814529,10249.846626
6.823545,10254.447853
6.854438,10259.049080
6.906356,10263.650307
6.962583,10268.251534
6.999593,10272.852761
7.001425,10277.453988
6.968334,10282.055215
6.914902,10286.656442
6.862086,10291.257669
6.829444,10295.858896
6.828283,10300.460123
6.858585,10305.061350
6.912243,10309.662577
6.977382,10314.263804
7.037650,10318.865031
7.072456,10323.466258
7.065654,10328.067485
7.018790,10332.668712
6.956024,10337.269939
6.911686,10341.871166
6.906973,10346.472393
6.936491,10351.073620
6.976492,10355.674847
7.002087,10360.276074
6.997337,10364.877301
6.958811,10369.478528
6.899303,10374.079755
6.845340,10378.680982
6.823832,10383.282209
6.845850,10387.883436
6.900557,10392.484663
6.963224,10397.085890
7.010105,10401.687117
7.029100,10406.288344
7.021903,10410.889571
7.002111,10415.490798
6.990101,10420.092025
7.000045,10424.693252
7.026869,10429.294479
7.049391,10433.895706
7.051934,10438.496933
7.040849,10443.098160
7.034652,10447.699387
7.040210,10452.300613
7.046802,10456.901840
7.043529,10461.503067
7.032834,10466.104294
7.024205,10470.705521
7.021018,10475.306748
7.018248,10479.907975
7.012937,10484.509202
7.013445,10489.110429
7.032376,10493.711656
7.069612,10498.312883
7.110038,10502.914110
7.140725,10507.515337
7.163731,10512.116564
7.188171,10516.717791
7.215241,10521.319018
7.237623,10525.920245
7.251936,10530.521472
7.265741,10535.122699
7.289289,10539.723926
7.323291,10544.325153
7.357385,10548.926380
7.379373,10553.527607
7.384783,10558.128834
7.378102,10562.730061
7.366785,10567.331288
7.355813,10571.932515
7.347255,10576.533742
7.341710,10581.134969
7.338526,10585.736196
7.336868,10590.337423
7.337286,10594.938650
7.339289,10599.539877
7.336427,10604.141104
7.319129,10608.742331
7.287528,10613.343558
7.256899,10617.944785
7.243439,10622.546012
7.245427,10627.147239
7.245209,10631.748466
7.229625,10636.349693
7.202059,10640.950920
7.173401,10645.552147
7.147698,10650.153374
7.122691,10654.754601
7.102539,10659.355828
7.102574,10663.957055
7.135764,10668.558282
7.196846,10673.159509
7.265160,10677.760736
7.322285,10682.361963
7.362299,10686.963190
7.385497,10691.564417
7.387565,10696.165644
7.358839,10700.766871
7.292318,10705.368098
7.190961,10709.969325
7.068989,10714.570552
6.952018,10719.171779
6.876383,10723.773006
6.877373,10728.374233
6.965265,10732.975460
7.110773,10737.576687
7.260757,10742.177914
7.372230,10746.779141
7.431459,10751.380368
7.446030,10755.981595
7.428867,10760.582822
7.393141,10765.184049
7.355279,10769.785276
7.331565,10774.386503
7.325736,10778.987730
7.321097,10783.588957
7.294630,10788.190184
7.244545,10792.791411
7.198336,10797.392638
7.187380,10801.993865
7.218645,10806.595092
7.276544,10811.196319
7.344377,10815.797546
7.413252,10820.398773
7.473192,10825.000000
